RespondentID,Task,Brand,Chosen,Influencer_Type,Platform,Follower_Count,Shared_pers_exp,Discount,choice,alt,id
R_2W4Eq9eytnsMbYZ,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2W4Eq9eytnsMbYZ_Q8
R_2W4Eq9eytnsMbYZ,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2W4Eq9eytnsMbYZ_Q8
R_22WyilhmRU0ZQdb,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_22WyilhmRU0ZQdb_Q8
R_22WyilhmRU0ZQdb,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_22WyilhmRU0ZQdb_Q8
R_8kaCPaBbKIo2nPd,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8kaCPaBbKIo2nPd_Q8
R_8kaCPaBbKIo2nPd,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8kaCPaBbKIo2nPd_Q8
R_8qcTXdVq4w6KT7j,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8qcTXdVq4w6KT7j_Q8
R_8qcTXdVq4w6KT7j,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8qcTXdVq4w6KT7j_Q8
R_8pVFXJy6kNfZoqf,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8pVFXJy6kNfZoqf_Q8
R_8pVFXJy6kNfZoqf,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8pVFXJy6kNfZoqf_Q8
R_20O9SHNiQitPNzq,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_20O9SHNiQitPNzq_Q8
R_20O9SHNiQitPNzq,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_20O9SHNiQitPNzq_Q8
R_2IpmHSwX3jCfyvr,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2IpmHSwX3jCfyvr_Q8
R_2IpmHSwX3jCfyvr,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2IpmHSwX3jCfyvr_Q8
R_2aLBqmUH9zQPBVo,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2aLBqmUH9zQPBVo_Q8
R_2aLBqmUH9zQPBVo,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2aLBqmUH9zQPBVo_Q8
R_28Ig6f2udTgVaYW,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_28Ig6f2udTgVaYW_Q8
R_28Ig6f2udTgVaYW,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_28Ig6f2udTgVaYW_Q8
R_8E5Kb2I1d81tTye,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8E5Kb2I1d81tTye_Q8
R_8E5Kb2I1d81tTye,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8E5Kb2I1d81tTye_Q8
R_2YSyaE3G8jjxwrI,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2YSyaE3G8jjxwrI_Q8
R_2YSyaE3G8jjxwrI,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2YSyaE3G8jjxwrI_Q8
R_8fcGKkxxoNIRre0,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8fcGKkxxoNIRre0_Q8
R_8fcGKkxxoNIRre0,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8fcGKkxxoNIRre0_Q8
R_8occPhMACjWBH0J,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8occPhMACjWBH0J_Q8
R_8occPhMACjWBH0J,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8occPhMACjWBH0J_Q8
R_827n8bm76OY7SPn,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_827n8bm76OY7SPn_Q8
R_827n8bm76OY7SPn,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_827n8bm76OY7SPn_Q8
R_2TvLmztxPVIkyIH,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2TvLmztxPVIkyIH_Q8
R_2TvLmztxPVIkyIH,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2TvLmztxPVIkyIH_Q8
R_80BgoOYtEz6CQZV,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_80BgoOYtEz6CQZV_Q8
R_80BgoOYtEz6CQZV,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_80BgoOYtEz6CQZV_Q8
R_2IYQU42RgobhwpX,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2IYQU42RgobhwpX_Q8
R_2IYQU42RgobhwpX,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2IYQU42RgobhwpX_Q8
R_20rb6IQMmZYALt6,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_20rb6IQMmZYALt6_Q8
R_20rb6IQMmZYALt6,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_20rb6IQMmZYALt6_Q8
R_225CFME6txUHI99,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_225CFME6txUHI99_Q8
R_225CFME6txUHI99,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_225CFME6txUHI99_Q8
R_2pO80H5SIWZoqXf,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2pO80H5SIWZoqXf_Q8
R_2pO80H5SIWZoqXf,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2pO80H5SIWZoqXf_Q8
R_8z7gmXUuaQ1gwz7,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8z7gmXUuaQ1gwz7_Q8
R_8z7gmXUuaQ1gwz7,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8z7gmXUuaQ1gwz7_Q8
R_27Qq8zBrLty828p,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_27Qq8zBrLty828p_Q8
R_27Qq8zBrLty828p,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_27Qq8zBrLty828p_Q8
R_2CwE935txkPxQBq,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2CwE935txkPxQBq_Q8
R_2CwE935txkPxQBq,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2CwE935txkPxQBq_Q8
R_2iaGSFFZUh8aLY0,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2iaGSFFZUh8aLY0_Q8
R_2iaGSFFZUh8aLY0,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2iaGSFFZUh8aLY0_Q8
R_8JkMOpMbJV5VDdI,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8JkMOpMbJV5VDdI_Q8
R_8JkMOpMbJV5VDdI,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8JkMOpMbJV5VDdI_Q8
R_8YTI7leeBey0WoV,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8YTI7leeBey0WoV_Q8
R_8YTI7leeBey0WoV,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8YTI7leeBey0WoV_Q8
R_2EFVNEOP4IYyXfP,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2EFVNEOP4IYyXfP_Q8
R_2EFVNEOP4IYyXfP,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2EFVNEOP4IYyXfP_Q8
R_8DSwoMBvNikheOv,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8DSwoMBvNikheOv_Q8
R_8DSwoMBvNikheOv,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8DSwoMBvNikheOv_Q8
R_89ohOdoaULrfE7y,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_89ohOdoaULrfE7y_Q8
R_89ohOdoaULrfE7y,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_89ohOdoaULrfE7y_Q8
R_2KNot3VB8VYiAji,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2KNot3VB8VYiAji_Q8
R_2KNot3VB8VYiAji,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2KNot3VB8VYiAji_Q8
R_2QQYVksUHR0z5le,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2QQYVksUHR0z5le_Q8
R_2QQYVksUHR0z5le,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2QQYVksUHR0z5le_Q8
R_2rlabr0UEKR95HD,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2rlabr0UEKR95HD_Q8
R_2rlabr0UEKR95HD,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2rlabr0UEKR95HD_Q8
R_8pSWoh0m3eKsGiQ,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8pSWoh0m3eKsGiQ_Q8
R_8pSWoh0m3eKsGiQ,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8pSWoh0m3eKsGiQ_Q8
R_2dhlO5kcEGPg1fW,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2dhlO5kcEGPg1fW_Q8
R_2dhlO5kcEGPg1fW,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2dhlO5kcEGPg1fW_Q8
R_29bw0SGEEZsweCU,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_29bw0SGEEZsweCU_Q8
R_29bw0SGEEZsweCU,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_29bw0SGEEZsweCU_Q8
R_8gRvw0t4Z7V4ARq,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8gRvw0t4Z7V4ARq_Q8
R_8gRvw0t4Z7V4ARq,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8gRvw0t4Z7V4ARq_Q8
R_8FrWLz1zJ1Kc8Ul,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8FrWLz1zJ1Kc8Ul_Q8
R_8FrWLz1zJ1Kc8Ul,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8FrWLz1zJ1Kc8Ul_Q8
R_2ZK8g4igxJB7qCZ,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2ZK8g4igxJB7qCZ_Q8
R_2ZK8g4igxJB7qCZ,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2ZK8g4igxJB7qCZ_Q8
R_2gT4PLAbptGjo4h,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2gT4PLAbptGjo4h_Q8
R_2gT4PLAbptGjo4h,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2gT4PLAbptGjo4h_Q8
R_2JPCH1YQjNqjWUE,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2JPCH1YQjNqjWUE_Q8
R_2JPCH1YQjNqjWUE,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2JPCH1YQjNqjWUE_Q8
R_8iAERGDOTLpMZDX,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8iAERGDOTLpMZDX_Q8
R_8iAERGDOTLpMZDX,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8iAERGDOTLpMZDX_Q8
R_8OCBW12ls5YXLrG,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8OCBW12ls5YXLrG_Q8
R_8OCBW12ls5YXLrG,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8OCBW12ls5YXLrG_Q8
R_80kQVvg4WDjXeqT,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_80kQVvg4WDjXeqT_Q8
R_80kQVvg4WDjXeqT,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_80kQVvg4WDjXeqT_Q8
R_8hDyzRLCTG2EmAP,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8hDyzRLCTG2EmAP_Q8
R_8hDyzRLCTG2EmAP,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8hDyzRLCTG2EmAP_Q8
R_2G9xalxf9Mt2uBE,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2G9xalxf9Mt2uBE_Q8
R_2G9xalxf9Mt2uBE,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2G9xalxf9Mt2uBE_Q8
R_2U4a9OElqdxO4rx,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2U4a9OElqdxO4rx_Q8
R_2U4a9OElqdxO4rx,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2U4a9OElqdxO4rx_Q8
R_2N3ySZizCltvdpF,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2N3ySZizCltvdpF_Q8
R_2N3ySZizCltvdpF,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2N3ySZizCltvdpF_Q8
R_8KmIItlM9S1Yejf,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8KmIItlM9S1Yejf_Q8
R_8KmIItlM9S1Yejf,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8KmIItlM9S1Yejf_Q8
R_2is4i62XHFsCK1T,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2is4i62XHFsCK1T_Q8
R_2is4i62XHFsCK1T,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2is4i62XHFsCK1T_Q8
R_8InFeAvELrBq2Kj,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8InFeAvELrBq2Kj_Q8
R_8InFeAvELrBq2Kj,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8InFeAvELrBq2Kj_Q8
R_8bOBbpWQeFs3lxn,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8bOBbpWQeFs3lxn_Q8
R_8bOBbpWQeFs3lxn,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8bOBbpWQeFs3lxn_Q8
R_8Vo3ADprSRdmS9b,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8Vo3ADprSRdmS9b_Q8
R_8Vo3ADprSRdmS9b,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8Vo3ADprSRdmS9b_Q8
R_8s1BXY03vCzldoa,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8s1BXY03vCzldoa_Q8
R_8s1BXY03vCzldoa,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8s1BXY03vCzldoa_Q8
R_8ElFQLcTKGlZL7t,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8ElFQLcTKGlZL7t_Q8
R_8ElFQLcTKGlZL7t,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8ElFQLcTKGlZL7t_Q8
R_21HyxWL8YUfFodX,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_21HyxWL8YUfFodX_Q8
R_21HyxWL8YUfFodX,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_21HyxWL8YUfFodX_Q8
R_2WD2WnD47PyJhro,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2WD2WnD47PyJhro_Q8
R_2WD2WnD47PyJhro,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2WD2WnD47PyJhro_Q8
R_2ptQ5cgTV3D16nv,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2ptQ5cgTV3D16nv_Q8
R_2ptQ5cgTV3D16nv,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2ptQ5cgTV3D16nv_Q8
R_2knDanQqcJ9RO7z,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2knDanQqcJ9RO7z_Q8
R_2knDanQqcJ9RO7z,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2knDanQqcJ9RO7z_Q8
R_2FZOBIBuRGvUDMB,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2FZOBIBuRGvUDMB_Q8
R_2FZOBIBuRGvUDMB,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2FZOBIBuRGvUDMB_Q8
R_2g6PUDTsVwC8Gx8,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2g6PUDTsVwC8Gx8_Q8
R_2g6PUDTsVwC8Gx8,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2g6PUDTsVwC8Gx8_Q8
R_88RIfEvbRwzqoUM,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_88RIfEvbRwzqoUM_Q8
R_88RIfEvbRwzqoUM,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_88RIfEvbRwzqoUM_Q8
R_85SoU5dW3QR8CzM,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_85SoU5dW3QR8CzM_Q8
R_85SoU5dW3QR8CzM,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_85SoU5dW3QR8CzM_Q8
R_24IuHFCTL0XDR52,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_24IuHFCTL0XDR52_Q8
R_24IuHFCTL0XDR52,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_24IuHFCTL0XDR52_Q8
R_8n3zyXPpRbHXD3S,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8n3zyXPpRbHXD3S_Q8
R_8n3zyXPpRbHXD3S,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8n3zyXPpRbHXD3S_Q8
R_2fiIx2h7rLXlMzG,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2fiIx2h7rLXlMzG_Q8
R_2fiIx2h7rLXlMzG,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2fiIx2h7rLXlMzG_Q8
R_8flXXLKCVtbKs5c,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8flXXLKCVtbKs5c_Q8
R_8flXXLKCVtbKs5c,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8flXXLKCVtbKs5c_Q8
R_2a9pKiLdYK8DjsQ,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2a9pKiLdYK8DjsQ_Q8
R_2a9pKiLdYK8DjsQ,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2a9pKiLdYK8DjsQ_Q8
R_2jjrLIinsHfIJat,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2jjrLIinsHfIJat_Q8
R_2jjrLIinsHfIJat,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2jjrLIinsHfIJat_Q8
R_2s0jSFmkoakog5L,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2s0jSFmkoakog5L_Q8
R_2s0jSFmkoakog5L,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2s0jSFmkoakog5L_Q8
R_25ZSVWt9QOBTSNK,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_25ZSVWt9QOBTSNK_Q8
R_25ZSVWt9QOBTSNK,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_25ZSVWt9QOBTSNK_Q8
R_2dj7XEtikA6yQLc,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2dj7XEtikA6yQLc_Q8
R_2dj7XEtikA6yQLc,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2dj7XEtikA6yQLc_Q8
R_8gMYxaQQQitX9n3,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_8gMYxaQQQitX9n3_Q8
R_8gMYxaQQQitX9n3,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_8gMYxaQQQitX9n3_Q8
R_8kZgpd5HasFqpVo,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8kZgpd5HasFqpVo_Q8
R_8kZgpd5HasFqpVo,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8kZgpd5HasFqpVo_Q8
R_8MMtdhcE8skoLTh,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8MMtdhcE8skoLTh_Q8
R_8MMtdhcE8skoLTh,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8MMtdhcE8skoLTh_Q8
R_2MDJaXU6rbtNXmK,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2MDJaXU6rbtNXmK_Q8
R_2MDJaXU6rbtNXmK,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2MDJaXU6rbtNXmK_Q8
R_8M6rfCYffkKn7bT,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8M6rfCYffkKn7bT_Q8
R_8M6rfCYffkKn7bT,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8M6rfCYffkKn7bT_Q8
R_8kprQmJHh8D5pFf,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8kprQmJHh8D5pFf_Q8
R_8kprQmJHh8D5pFf,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8kprQmJHh8D5pFf_Q8
R_8DqIfvDfmMRLnLd,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8DqIfvDfmMRLnLd_Q8
R_8DqIfvDfmMRLnLd,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8DqIfvDfmMRLnLd_Q8
R_2NUTDQqoogApsGj,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2NUTDQqoogApsGj_Q8
R_2NUTDQqoogApsGj,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2NUTDQqoogApsGj_Q8
R_238Qigp8G25q8I9,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_238Qigp8G25q8I9_Q8
R_238Qigp8G25q8I9,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_238Qigp8G25q8I9_Q8
R_278qZtw4k5w0HAx,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_278qZtw4k5w0HAx_Q8
R_278qZtw4k5w0HAx,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_278qZtw4k5w0HAx_Q8
R_8hdh7mcZyqhbQWZ,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8hdh7mcZyqhbQWZ_Q8
R_8hdh7mcZyqhbQWZ,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8hdh7mcZyqhbQWZ_Q8
R_2LFoZKtVS5PA52U,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2LFoZKtVS5PA52U_Q8
R_2LFoZKtVS5PA52U,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2LFoZKtVS5PA52U_Q8
R_2dFEprHqPiW9a46,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2dFEprHqPiW9a46_Q8
R_2dFEprHqPiW9a46,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2dFEprHqPiW9a46_Q8
R_2TWOxODMTmPOACJ,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_2TWOxODMTmPOACJ_Q8
R_2TWOxODMTmPOACJ,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_2TWOxODMTmPOACJ_Q8
R_8owibWe8rsSIt0w,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8owibWe8rsSIt0w_Q8
R_8owibWe8rsSIt0w,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8owibWe8rsSIt0w_Q8
R_25LUv5iISmzZlvn,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_25LUv5iISmzZlvn_Q8
R_25LUv5iISmzZlvn,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_25LUv5iISmzZlvn_Q8
R_2Dj8nZIdYeX12Dj,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2Dj8nZIdYeX12Dj_Q8
R_2Dj8nZIdYeX12Dj,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2Dj8nZIdYeX12Dj_Q8
R_2BPFQUCXFwoRh74,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2BPFQUCXFwoRh74_Q8
R_2BPFQUCXFwoRh74,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2BPFQUCXFwoRh74_Q8
R_2cckRCRUHacmOun,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_2cckRCRUHacmOun_Q8
R_2cckRCRUHacmOun,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_2cckRCRUHacmOun_Q8
R_80oUZgP9W4E8In4,Q8,A,0,Dermatologist,TikTok,195K,Positive,10%,FALSE,A,R_80oUZgP9W4E8In4_Q8
R_80oUZgP9W4E8In4,Q8,B,1,Beauty Influence,Instagram,900K,Positive,10%,TRUE,B,R_80oUZgP9W4E8In4_Q8
R_8HuiPK9tJnisTHH,Q8,A,1,Dermatologist,TikTok,195K,Positive,10%,TRUE,A,R_8HuiPK9tJnisTHH_Q8
R_8HuiPK9tJnisTHH,Q8,B,0,Beauty Influence,Instagram,900K,Positive,10%,FALSE,B,R_8HuiPK9tJnisTHH_Q8
